basin_id,horizon,group,MSE,MAE,NSE,RMSE
CA_15044,2,group1,1.3132777,0.49921843,0.7209800183773041,1.1459833
CA_15044,3,group1,1.2814598,0.5516161,0.7271454632282257,1.1320158
CA_15044,4,group1,1.43366,0.6178128,0.6940881609916687,1.1973554
CA_15044,5,group1,1.5767974,0.6693996,0.6628391444683075,1.255706
CA_15044,6,group1,1.7428081,0.70103866,0.6265449523925781,1.3201545
CA_15044,7,group1,1.8540089,0.73643667,0.601878434419632,1.36162
CA_15044,8,group1,1.9904253,0.7861772,0.5717294216156006,1.4108243
CA_15044,9,group1,2.1628194,0.83496344,0.5337756276130676,1.4706527
CA_15044,10,group1,2.2543314,0.8574329,0.5131928324699402,1.5014431
CA_15045,1,group1,0.8316496,0.32681653,0.7361582815647125,0.91194826
CA_15045,2,group1,0.597407,0.34133282,0.8103498965501785,0.7729211
CA_15045,3,group1,0.6019648,0.38913482,0.8087711185216904,0.7758639
CA_15045,4,group1,0.691379,0.44569418,0.7802123427391052,0.83149207
CA_15045,5,group1,0.79113007,0.49816677,0.7483249008655548,0.8894549
CA_15045,6,group1,0.8836558,0.53716826,0.7186898589134216,0.9400297
CA_15045,7,group1,0.9802602,0.5814003,0.6877184510231018,0.9900809
CA_15045,8,group1,1.1283535,0.62555456,0.6402849555015564,1.0622399
CA_15045,9,group1,1.3069279,0.6728786,0.5830688774585724,1.1432095
CA_15045,10,group1,1.398625,0.6986235,0.5535117387771606,1.1826348
CA_15069,1,group1,0.2179228,0.2533218,0.8057310879230499,0.46682203
CA_15069,2,group1,0.12315594,0.20578377,0.8896978199481964,0.3509358
CA_15069,3,group1,0.08586614,0.18593818,0.9227381199598312,0.29302925
CA_15069,4,group1,0.06996189,0.1820664,0.9367706924676895,0.2645031
CA_15069,5,group1,0.07219344,0.1918292,0.9344640374183655,0.26868835
CA_15069,6,group1,0.08623095,0.2115254,0.9213863611221313,0.29365107
CA_15069,7,group1,0.11047123,0.24159652,0.8988472744822502,0.33237213
CA_15069,8,group1,0.13457681,0.27043498,0.876256562769413,0.36684713
CA_15069,9,group1,0.16768041,0.30201012,0.8451563715934753,0.409488
CA_15069,10,group1,0.17746612,0.3136205,0.8354157507419586,0.42126727
CA_15070,1,group1,0.35203084,0.34717876,0.8949031308293343,0.59332186
CA_15070,2,group1,0.3151636,0.36883515,0.9053751155734062,0.56139433
CA_15070,3,group1,0.333598,0.3956545,0.8992579355835915,0.57757944
CA_15070,4,group1,0.40997767,0.4388291,0.8754909262061119,0.64029497
CA_15070,5,group1,0.5231718,0.4949107,0.8403099328279495,0.7233061
CA_15070,6,group1,0.599624,0.53004146,0.8160540461540222,0.7743539
CA_15070,7,group1,0.6953329,0.57800364,0.7856278419494629,0.83386624
CA_15070,8,group1,0.86227626,0.65405744,0.7330285310745239,0.92858833
CA_15070,9,group1,1.01445,0.7132638,0.6845952570438385,1.007199
CA_15070,10,group1,1.0913538,0.7438065,0.6592841148376465,1.0446788
CA_15081,1,group1,0.010791356,0.0747891,0.9420434311032295,0.10388145
CA_15081,2,group1,0.017008765,0.093488365,0.9019906967878342,0.13041766
CA_15081,3,group1,0.02044838,0.10559382,0.8727650195360184,0.14299783
CA_15081,4,group1,0.023091758,0.11332131,0.8444062769412994,0.15195972
CA_15081,5,group1,0.024057768,0.11632542,0.8241605907678604,0.15510567
CA_15081,6,group1,0.026439002,0.12261441,0.7897341251373291,0.16260074
CA_15081,7,group1,0.030914405,0.13246325,0.7318244278430939,0.17582493
CA_15081,8,group1,0.033076316,0.1380431,0.6903001368045807,0.18186896
CA_15081,9,group1,0.036663756,0.14551793,0.6285566091537476,0.19147782
CA_15081,10,group1,0.0399722,0.15227109,0.5596088469028473,0.19993049
CA_15083,1,group1,0.3153852,0.3348611,0.8978050500154495,0.5615917
CA_15083,2,group1,0.43718362,0.40381315,0.8581828325986862,0.6611986
CA_15083,3,group1,0.5439794,0.4427058,0.823347419500351,0.7375496
CA_15083,4,group1,0.6766904,0.49336645,0.7800430655479431,0.8226119
CA_15083,5,group1,0.8325022,0.5576931,0.7292334139347076,0.91241556
CA_15083,6,group1,0.94019914,0.6005883,0.6941695213317871,0.96963865
CA_15083,7,group1,1.0726392,0.64408904,0.651144802570343,1.0356829
CA_15083,8,group1,1.1972364,0.68585294,0.6106390953063965,1.094183
CA_15083,9,group1,1.3325197,0.7300329,0.566649854183197,1.1543481
CA_15083,10,group1,1.4344063,0.75753367,0.5335227847099304,1.197667
CA_15090,1,group1,0.85764474,0.44315803,0.6592240929603577,0.92609113
CA_15090,2,group1,0.61314666,0.45479596,0.7556812912225723,0.7830368
CA_15090,3,group1,0.67130446,0.48101738,0.7317444086074829,0.8193317
CA_15090,4,group1,0.8256593,0.53837174,0.6691430509090424,0.90865797
CA_15090,5,group1,1.0058966,0.6141587,0.5957885086536407,1.002944
CA_15090,6,group1,1.1571225,0.6642446,0.5337612926959991,1.0756962
CA_15090,7,group1,1.3300197,0.7311859,0.4626898765563965,1.1532648
CA_15090,8,group1,1.541294,0.8132971,0.3758711814880371,1.2414886
CA_15090,9,group1,1.6639937,0.86111426,0.32451552152633667,1.2899588
CA_15090,10,group1,1.7956728,0.91744316,0.2692723870277405,1.3400272
CA_15194,1,group1,0.57905746,0.30370662,0.7645549774169922,0.76095825
CA_15194,2,group1,0.48051873,0.34543645,0.8040652275085449,0.69319457
CA_15194,3,group1,0.45509312,0.37721404,0.8139154016971588,0.6746059
CA_15194,4,group1,0.48426992,0.4191764,0.8014475256204605,0.6958951
CA_15194,5,group1,0.52810025,0.44903335,0.7829128801822662,0.7267051
CA_15194,6,group1,0.5932164,0.4833975,0.7555222362279892,0.77020544
CA_15194,7,group1,0.6546424,0.5143241,0.7295255362987518,0.80909973
CA_15194,8,group1,0.7538345,0.5518398,0.6878081262111664,0.8682364
CA_15194,9,group1,0.88295007,0.59651744,0.6334930658340454,0.93965423
CA_15194,10,group1,0.9540271,0.6191973,0.6031311750411987,0.9767431
CA_15214,1,group1,0.22166437,0.24223977,0.8937082588672638,0.47081247
CA_15214,2,group1,0.22647758,0.28753522,0.8911117315292358,0.4758966
CA_15214,3,group1,0.26931453,0.33133036,0.8701774924993515,0.51895523
CA_15214,4,group1,0.33965257,0.37911874,0.8358412981033325,0.58279717
CA_15214,5,group1,0.40653375,0.41559485,0.8030052036046982,0.6376
CA_15214,6,group1,0.4629822,0.44622698,0.7750655859708786,0.68042797
CA_15214,7,group1,0.5206356,0.47404084,0.7464148700237274,0.7215508
CA_15214,8,group1,0.6130089,0.5166297,0.7006778717041016,0.78294885
CA_15214,9,group1,0.7203037,0.55798405,0.6474235951900482,0.8487071
CA_15214,10,group1,0.784073,0.58284056,0.6152633428573608,0.885479
CA_15216,1,group1,0.19432369,0.25377315,0.9301963597536087,0.44082162
CA_15216,2,group1,0.34287748,0.3483931,0.8765860125422478,0.5855574
CA_15216,3,group1,0.45948604,0.41526192,0.8342883139848709,0.677854
CA_15216,4,group1,0.56559217,0.4734977,0.7956176400184631,0.7520586
CA_15216,5,group1,0.64737725,0.5151137,0.7656014263629913,0.80459756
CA_15216,6,group1,0.717202,0.546889,0.7397404313087463,0.8468778
CA_15216,7,group1,0.7859602,0.5768831,0.7140828967094421,0.886544
CA_15216,8,group1,0.88376486,0.6133332,0.6776680946350098,0.9400877
CA_15216,9,group1,1.0036871,0.6557801,0.6329231858253479,1.0018419
CA_15216,10,group1,1.0623324,0.6783945,0.6102994382381439,1.0306951
CA_15285,1,group1,0.13743378,0.2020189,0.845414474606514,0.37072062
CA_15285,2,group1,0.09281828,0.1887493,0.8953020572662354,0.30466092
CA_15285,3,group1,0.10845925,0.21590063,0.8773148730397224,0.32933152
CA_15285,4,group1,0.14133224,0.24634969,0.8397104889154434,0.3759418
CA_15285,5,group1,0.18310153,0.28017333,0.7917913347482681,0.42790365
CA_15285,6,group1,0.21672092,0.30639473,0.7528949677944183,0.46553296
CA_15285,7,group1,0.25393656,0.3343847,0.7096962630748749,0.5039212
CA_15285,8,group1,0.30553788,0.3673907,0.6498355865478516,0.5527548
CA_15285,9,group1,0.3377085,0.38779798,0.6119994819164276,0.5811269
CA_15285,10,group1,0.36944455,0.40789402,0.5744808912277222,0.6078195
CA_16101,1,group1,0.01623834,0.089176685,0.9063518792390823,0.12742974
CA_16101,2,group1,0.022344908,0.10329233,0.8701703697443008,0.14948213
CA_16101,3,group1,0.028552873,0.115966454,0.8328645378351212,0.16897595
CA_16101,4,group1,0.03674956,0.13201024,0.783321350812912,0.19170175
CA_16101,5,group1,0.04379994,0.14365326,0.7399272918701172,0.20928435
CA_16101,6,group1,0.052214935,0.15591867,0.6879628002643585,0.22850588
CA_16101,7,group1,0.059675742,0.1660908,0.6411964297294617,0.2442862
CA_16101,8,group1,0.066812135,0.17622414,0.5959998965263367,0.25848043
CA_16101,9,group1,0.07716431,0.19051781,0.5306915044784546,0.27778465
CA_16101,10,group1,0.0829566,0.19882222,0.4926312565803528,0.28802186
CA_16105,1,group1,0.042802,0.14266542,0.8851155191659927,0.20688644
CA_16105,2,group1,0.058426652,0.15867877,0.8433277606964111,0.24171606
CA_16105,3,group1,0.07892052,0.17931515,0.7886358946561813,0.28092796
CA_16105,4,group1,0.096962884,0.19155481,0.7407091856002808,0.31138864
CA_16105,5,group1,0.11574101,0.2059881,0.6909623444080353,0.3402073
CA_16105,6,group1,0.1321896,0.22307771,0.6477446258068085,0.3635789
CA_16105,7,group1,0.14832059,0.23926957,0.605651319026947,0.38512412
CA_16105,8,group1,0.16282372,0.2511568,0.568285197019577,0.4035142
CA_16105,9,group1,0.16957878,0.25471842,0.5517033040523529,0.41179943
CA_16105,10,group1,0.18224747,0.2660457,0.5197025239467621,0.42690453
CA_16135,1,group1,0.87703943,0.46378237,0.6791674494743347,0.9365038
CA_16135,2,group1,0.707426,0.4605519,0.7414461970329285,0.8410862
CA_16135,3,group1,0.76821184,0.50291574,0.7193861305713654,0.87647694
CA_16135,4,group1,0.85177654,0.5196987,0.6890474259853363,0.9229174
CA_16135,5,group1,0.9388789,0.53366697,0.6575127243995667,0.9689576
CA_16135,6,group1,1.0312512,0.56343937,0.623988151550293,1.0155054
CA_16135,7,group1,1.1045537,0.5951098,0.5971618890762329,1.0509775
CA_16135,8,group1,1.1263183,0.59772795,0.5888788402080536,1.0612814
CA_16135,9,group1,1.1518003,0.5977289,0.5789543688297272,1.0732195
CA_16135,10,group1,1.1830276,0.61200553,0.5665776431560516,1.0876707
CA_16136,1,group1,0.013757861,0.08548283,0.9324157908558846,0.11729391
CA_16136,2,group1,0.021852896,0.10506345,0.8922735378146172,0.14782725
CA_16136,3,group1,0.030931165,0.122109614,0.8470106422901154,0.17587258
CA_16136,4,group1,0.038843926,0.13394262,0.8072443306446075,0.19708863
CA_16136,5,group1,0.046608783,0.14477105,0.7679662257432938,0.21589068
CA_16136,6,group1,0.053365275,0.15414047,0.7334442138671875,0.23100926
CA_16136,7,group1,0.059055634,0.16152932,0.7040064334869385,0.24301365
CA_16136,8,group1,0.06490129,0.16917095,0.6736558675765991,0.25475731
CA_16136,9,group1,0.07052859,0.17741708,0.644337385892868,0.2655722
CA_16136,10,group1,0.07555772,0.18474177,0.6178959906101227,0.27487764
CA_16153,1,group1,0.006573786,0.061646834,0.9547624364495277,0.08107889
CA_16153,2,group1,0.006495369,0.060209077,0.9549656920135021,0.080593854
CA_16153,3,group1,0.005603965,0.055686146,0.960842739790678,0.074859634
CA_16153,4,group1,0.007414138,0.06513695,0.947774913161993,0.08610539
CA_16153,5,group1,0.01007881,0.077554904,0.9284205585718155,0.10039328
CA_16153,6,group1,0.010389067,0.08102391,0.9256002753973007,0.101926774
CA_16153,7,group1,0.009523119,0.077960946,0.9312204569578171,0.09758647
CA_16153,8,group1,0.013942725,0.09390022,0.8984134793281555,0.11807932
CA_16153,9,group1,0.017460115,0.105560146,0.8716453909873962,0.13213673
CA_16153,10,group1,0.021741824,0.11765375,0.8387185484170914,0.14745109
CA_16158,1,group1,0.124890804,0.23190773,0.9180907756090164,0.35339892
CA_16158,2,group1,0.21679346,0.30008572,0.8575239330530167,0.46561086
CA_16158,3,group1,0.30961198,0.3495205,0.7961309105157852,0.5564279
CA_16158,4,group1,0.40619922,0.39721987,0.7320780754089355,0.6373376
CA_16158,5,group1,0.4805879,0.4335209,0.6824541389942169,0.69324446
CA_16158,6,group1,0.51575816,0.4494582,0.6586368083953857,0.7181631
CA_16158,7,group1,0.5539778,0.46950352,0.632797360420227,0.74429685
CA_16158,8,group1,0.6263584,0.50308186,0.5842107832431793,0.7914281
CA_16158,9,group1,0.70335066,0.53554744,0.5324308574199677,0.83866006
CA_16158,10,group1,0.73709,0.5516782,0.5092300176620483,0.85853946
CA_16159,1,group1,0.0052098515,0.03749189,0.8272630274295807,0.0721793
CA_16159,2,group1,0.008139692,0.048875853,0.730043888092041,0.09022024
CA_16159,3,group1,0.010552959,0.055527247,0.649901270866394,0.10272759
CA_16159,4,group1,0.012297927,0.06162018,0.591907799243927,0.11089602
CA_16159,5,group1,0.013695979,0.06609521,0.545423835515976,0.117029816
CA_16159,6,group1,0.015148545,0.07024947,0.49708694219589233,0.12307943
CA_16159,7,group1,0.01635338,0.073132135,0.4569924473762512,0.12788033
CA_16159,8,group1,0.017273428,0.07531432,0.4263473153114319,0.13142842
CA_16159,9,group1,0.018175218,0.07831261,0.3963046073913574,0.1348155
CA_16159,10,group1,0.018951047,0.08135022,0.3703901767730713,0.1376628
CA_16160,1,group1,0.07008393,0.17643107,0.934713214635849,0.2647337
CA_16160,2,group1,0.13944055,0.24855986,0.8697784096002579,0.3734174
CA_16160,3,group1,0.19142292,0.2877289,0.8207695931196213,0.43751904
CA_16160,4,group1,0.24905714,0.3271105,0.7661725431680679,0.49905625
CA_16160,5,group1,0.30101827,0.3629483,0.7166499495506287,0.54865134
CA_16160,6,group1,0.32761148,0.380103,0.6908039152622223,0.57237357
CA_16160,7,group1,0.35513893,0.39955238,0.6640444099903107,0.59593534
CA_16160,8,group1,0.40984252,0.43273702,0.6112532317638397,0.64018947
CA_16160,9,group1,0.4883829,0.4774584,0.5355314016342163,0.69884396
CA_16160,10,group1,0.50570196,0.48408848,0.5176773071289062,0.7111272
CA_16161,1,group1,0.08463952,0.18791848,0.9371668621897697,0.29092872
CA_16161,2,group1,0.1619802,0.24694231,0.8796661123633385,0.40246764
CA_16161,3,group1,0.23220979,0.28642604,0.8273763209581375,0.4818815
CA_16161,4,group1,0.3099377,0.33414894,0.7694596648216248,0.5567205
CA_16161,5,group1,0.37563226,0.3715281,0.7204596102237701,0.61288846
CA_16161,6,group1,0.42331895,0.39396465,0.6848328411579132,0.65062964
CA_16161,7,group1,0.47525322,0.42096904,0.646121084690094,0.6893861
CA_16161,8,group1,0.5345083,0.4591388,0.602010190486908,0.73110074
CA_16161,9,group1,0.5987078,0.49530804,0.5543299317359924,0.7737621
CA_16161,10,group1,0.6301033,0.51090884,0.5312168002128601,0.79379046
CA_17050,1,group1,0.030870376,0.13368553,0.914291575551033,0.17569968
CA_17050,2,group1,0.046780344,0.1689134,0.8698870688676834,0.21628764
CA_17050,3,group1,0.06253356,0.19711407,0.825763612985611,0.2500671
CA_17050,4,group1,0.07540449,0.21359259,0.7894957214593887,0.27459878
CA_17050,5,group1,0.090520225,0.23303463,0.7467990517616272,0.3008658
CA_17050,6,group1,0.10602061,0.25207913,0.702894777059555,0.32560804
CA_17050,7,group1,0.110931106,0.25825468,0.6885842382907867,0.33306322
CA_17050,8,group1,0.12046041,0.26764637,0.661214292049408,0.34707406
CA_17050,9,group1,0.1302768,0.27746943,0.6329338848590851,0.3609388
CA_17050,10,group1,0.14788,0.2952414,0.58253014087677,0.3845517
CA_17077,1,group1,1.4747832,0.5895108,0.7878125756978989,1.2144065
CA_17077,2,group1,1.6660063,0.6783003,0.7602369487285614,1.2907387
CA_17077,3,group1,1.9185042,0.7395257,0.7240947484970093,1.3851008
CA_17077,4,group1,2.0400481,0.78046334,0.7056611776351929,1.4283025
CA_17077,5,group1,2.0762882,0.78923005,0.6996532380580902,1.4409331
CA_17077,6,group1,2.134665,0.80657107,0.6895761787891388,1.4610493
CA_17077,7,group1,2.1983325,0.8371763,0.6735280454158783,1.4826775
CA_17077,8,group1,2.2269404,0.85719776,0.6617194712162018,1.4922937
CA_17077,9,group1,2.2552307,0.86890686,0.6534620225429535,1.5017426
CA_17077,10,group1,2.3318167,0.8866068,0.6389144957065582,1.5270287
CA_17137,1,group1,0.18625045,0.29572627,0.8614190518856049,0.43156743
CA_17137,2,group1,0.2600349,0.3381002,0.8073941767215729,0.50993615
CA_17137,3,group1,0.33736634,0.39709172,0.7512113153934479,0.5808325
CA_17137,4,group1,0.37135306,0.41885737,0.7273693084716797,0.60938746
CA_17137,5,group1,0.37270564,0.41485557,0.7274838984012604,0.6104962
CA_17137,6,group1,0.40633917,0.43415657,0.7041515707969666,0.63744736
CA_17137,7,group1,0.44859302,0.46744686,0.6747687757015228,0.6697709
CA_17137,8,group1,0.4466611,0.4710113,0.6762865483760834,0.6683271
CA_17137,9,group1,0.45081174,0.48120624,0.6738927364349365,0.67142516
CA_17137,10,group1,0.4689119,0.49913514,0.6618647575378418,0.6847714
CA_17150,1,group1,0.5071158,0.4455182,0.9071929827332497,0.71212065
CA_17150,2,group1,0.63286614,0.4675969,0.8849761858582497,0.7955288
CA_17150,3,group1,0.77825665,0.5207861,0.8595334589481354,0.88218856
CA_17150,4,group1,0.94897634,0.5975667,0.829883873462677,0.9741542
CA_17150,5,group1,1.102415,0.6619946,0.8037454783916473,1.0499595
CA_17150,6,group1,1.1557312,0.6706206,0.7958761900663376,1.0750494
CA_17150,7,group1,1.2142637,0.68665653,0.7871955335140228,1.1019363
CA_17150,8,group1,1.3572203,0.7260917,0.763836532831192,1.1649979
CA_17150,9,group1,1.3881394,0.7394204,0.7600549906492233,1.1781932
CA_17150,10,group1,1.4775637,0.7573428,0.7463150024414062,1.2155508
